source,target,score
sorrel,caviar,1
sorrel,chard,2
sorrel,chervil,1
sorrel,chicken,1
sorrel,chives,1
sorrel,cilantro,1
sorrel,collard greens,1
sorrel,cream,3
sorrel,crème fraîche,2
sorrel,cucumbers,1
sorrel,dandelion greens,1
sorrel,dill,1
sorrel,eggs egg-based dishes,3
sorrel,eggs omelets,3
sorrel,escarole,1
sorrel,fish,3
sorrel,french cuisine,1
sorrel,garlic,1
sorrel,grapes,1
sorrel,greens,1
sorrel,leeks,1
sorrel,"lemon, juice",1
sorrel,lemon verbena,1
sorrel,lettuce,1
sorrel,lovage,1
sorrel,marinades,1
sorrel,meats,1
sorrel,mint,1
sorrel,mushrooms,1
sorrel,mussels,1
sorrel,mustard,2
sorrel,nutmeg,1
sorrel,olive oil,1
sorrel,onions,2
sorrel,paprika,1
sorrel,"parsley, flat-leaf",2
sorrel,parsnip,1
sorrel,pepper black,2
sorrel,pepper white,2
sorrel,pork,1
sorrel,poultry,1
sorrel,rice,1
sorrel,salads (say some),2
sorrel,salmon,2
sorrel,"salmon, smoked",1
sorrel,salt,2
sorrel,"sauces, cream",2
sorrel,seafood,2
sorrel,shad,1
sorrel,shallots,1
sorrel,shellfish,1
sorrel,sour cream,1
sorrel,spinach,3
sorrel,stocks chicken,3
sorrel,stocks veal,3
sorrel,stocks vegetable,3
sorrel,stuffings,1
sorrel,tarragon,1
sorrel,tea sandwiches,1
sorrel,"thyme, lemon",1
sorrel,tomatoes,1
sorrel,trout,1
sorrel,veal,1
sorrel,vegetarian dishes,1
sorrel,"vinegar, red wine",2
sorrel,watercress,1
sorrel,"wine, dry white",1
sorrel,avoid,3
sorrel,salads (say some),1
sour cream,borscht,1
sour cream,caviar,1
sour cream,desserts,1
sour cream,dill,1
sour cream,dips,1
sour cream,fruit,1
sour cream,horseradish,1
sour cream,hungarian cuisine,1
sour cream,"lemon, juice",1
sour cream,mustard,1
sour cream,paprika,1
sour cream,pepper,1
sour cream,russian cuisine,1
sour cream,salads and salad dressings,1
sour cream,sauces,1
sour cream,scandinavian cuisine,1
sour cream,soups,1
sourness,blackberries,1
sourness,buttermilk,1
sourness,caraway seeds,1
sourness,"cherries, sour",1
sourness,citrus,1
sourness,cloves,1
sourness,coriander,1
sourness,cornichons,1
sourness,cranberries,1
sourness,cream cheese,1
sourness,cream of tartar,1
sourness,crème fraîche,1
sourness,currants,1
sourness,fermented foods,1
sourness,fruits sour,1
sourness,fruits unripened,1
sourness,galangal,1
sourness,ginger,1
sourness,grapefruit,1
sourness,"grapes, green",1
sourness,kaffir lime,1
sourness,kiwi fruit,1
sourness,kumquats,1
sourness,lemon juice,2
sourness,lemon zest,2
sourness,"lemon, preserved",1
sourness,lemongrass,1
sourness,lime juice,2
sourness,lime zest,2
sourness,"milk, goat’s",1
sourness,miso,1
sourness,"mushrooms, enoki",1
sourness,orange juice,1
sourness,orange zest,1
sourness,pickled foods,1
sourness,ponzu,1
sourness,quince,1
sourness,rhubarb,1
sourness,rose hips,1
sourness,"sauces, reduced-wine",1
sourness,sauerkraut,1
sourness,sorrel,1
sourness,sour cream,1
sourness,soy sauce,1
sourness,sumac,1
sourness,tamarind,1
sourness,verjus,1
sourness,vinegars,2
sourness,whey,1
sourness,"wine, dry",2
sourness,yogurt,1
sourness,yuzu,1
southeast asian cuisines,chile peppers,1
southeast asian cuisines,coconut milk,1
southeast asian cuisines,curries,1
southeast asian cuisines,fish sauce,2
southeast asian cuisines,galangal,1
southeast asian cuisines,ginger,1
southeast asian cuisines,lemongrass,1
southeast asian cuisines,lime,2
southeast asian cuisines,mint,1
southeast asian cuisines,soy sauce,1
southeast asian cuisines,sugar,1
southeast asian cuisines,tamarind,1
southeast asian cuisines,vegetables fresh,1
southeast asian cuisines,vegetables fermented,1
southern cuisine (american),barbecue,1
southern cuisine (american),black-eyed peas,1
southern cuisine (american),gravy,1
southern cuisine (american),grits,1
southern cuisine (american),ham,1
southern cuisine (american),pies,1
southern cuisine (american),pork,1
southern cuisine (american),potatoes,1
southern cuisine (american),rice,1
southern cuisine (american),sweet potatoes,1
southern cuisine (american),tea iced,1
southern cuisine (american),tea sweet,1
southwestern cuisine (american),avocados,1
southwestern cuisine (american),beans,2
southwestern cuisine (american),beef,1
southwestern cuisine (american),cheese,1
southwestern cuisine (american),chicken,1
southwestern cuisine (american),chiles,1
southwestern cuisine (american),chocolate,1
southwestern cuisine (american),cilantro,1
southwestern cuisine (american),cinnamon,1
southwestern cuisine (american),corn,1
southwestern cuisine (american),limes,1
southwestern cuisine (american),nuts,1
southwestern cuisine (american),onions,1
southwestern cuisine (american),pork,1
southwestern cuisine (american),rice,1
southwestern cuisine (american),squash,1
southwestern cuisine (american),tomatoes,1
southwestern cuisine (american),tortillas,1
soy sauce,basil,1
soy sauce,beef,1
soy sauce,broccoli,1
soy sauce,chicken,1
soy sauce,chinese cuisine,1
soy sauce,coriander,1
soy sauce,fish cooked,1
soy sauce,fish raw,1
soy sauce,garlic,1
soy sauce,ginger,2
soy sauce,honey,2
soy sauce,japanese cuisine,1
soy sauce,korean cuisine,1
soy sauce,lime juice,1
soy sauce,"lobster, raw",1
soy sauce,marinades,1
soy sauce,meats,1
soy sauce,mirin,1
soy sauce,molasses,1
soy sauce,orange zest,1
soy sauce,peanuts,1
soy sauce,red pepper flakes,1
soy sauce,salt,1
soy sauce,scallions,1
soy sauce,seafood,1
soy sauce,sesame oil,1
soy sauce,sugar,1
soy sauce,wasabi,1
spanish cuisine,almonds,1
spanish cuisine,anchovies,1
spanish cuisine,bay leaf,1
spanish cuisine,bread,1
spanish cuisine,chorizo,1
spanish cuisine,custards,1
spanish cuisine,eggs,2
spanish cuisine,fish,1
spanish cuisine,fruits,1
spanish cuisine,garlic,1
spanish cuisine,"ham, serrano",1
spanish cuisine,hazelnuts,1
spanish cuisine,lemon,1
spanish cuisine,olive oil,2
spanish cuisine,olives,1
spanish cuisine,onion,1
spanish cuisine,orange,1
spanish cuisine,"paprika, sweet",1
spanish cuisine,parsley,1
spanish cuisine,pine nuts,1
spanish cuisine,pomegranates,1
spanish cuisine,pork,2
spanish cuisine,rice,1
spanish cuisine,roasts,1
spanish cuisine,saffron,1
spanish cuisine,shellfish,1
spanish cuisine,sherry,1
spanish cuisine,soups,1
spanish cuisine,stews,1
spanish cuisine,thyme,1
spanish cuisine,tomatoes,1
spanish cuisine,vanilla,1
spanish cuisine,vegetables,1
spanish cuisine,"vinegar, sherry",1
spanish cuisine,walnuts,1
spring,weather typically warm,2
spring,artichokes (peak march–april),2
spring,"beans, fava (peak april–june)",1
spring,cauliflower (peak march),1
spring,crayfish,1
spring,dandelion greens (peak may–june),1
spring,fiddlehead ferns,1
spring,"garlic, green (peak march)",2
spring,greens salad,2
spring,greens spring,2
spring,"lamb, spring",1
spring,leeks,1
spring,"lemons, meyer",1
spring,lettuces,1
spring,lighter dishes,1
spring,"limes, key",1
spring,loquats,1
spring,"mushrooms, morel (peak april)",1
spring,"oranges, navel (peak march)",1
spring,peas (peak may),2
spring,ramps (peak may),1
spring,rhubarb (peak april),1
spring,soft-shell crabs,1
spring,sorrel (peak may),1
spring,soufflés,1
spring,strawberries,2
spring,"tomatoes, heirloom",1
spring,watercress,1
spring,zucchini blossoms,1
sprouts,techniques sauté,2
sprouts,techniques steam,2
sprouts,techniques stir-fry,2
sprouts,cucumbers,1
sprouts,egg salad,1
sprouts,sandwiches,1
squab,techniques braise,2
squab,techniques broil,2
squab,techniques grill,2
squab,techniques roast,2
squab,techniques sauté,2
squab,bacon,1
squab,"beans, fava",1
squab,beets,1
squab,cabbage,1
squab,cherries,1
squab,fennel,1
squab,figs,1
squab,foie gras,1
squab,garlic,1
squab,juniper berries,1
squab,lentils,1
squab,mustard,1
squab,olive oil,1
squab,olives,1
squab,onions,1
squab,pancetta,1
squab,pears,1
squab,peas,1
squab,"pepper, black",1
squab,prunes,1
squab,rice and risotto,1
squab,rosemary,1
squab,sage,1
squab,salt,1
squab,"vinegar, balsamic",1
squab,"squash, winter)",2
squab,techniques bake,2
squab,techniques mash,2
squab,allspice,2
squab,bay leaf,1
squab,"cheese, parmesan",2
squab,cinnamon,2
squab,cream,1
squab,"eggs, custard",1
squab,garlic,1
squab,"ginger, fresh",1
squab,maple syrup,1
squab,mascarpone,1
squab,nutmeg,2
squab,nuts,1
squab,olive oil,1
squab,parsley,1
squab,pork,1
squab,sage,3
squab,"salt, kosher",1
squab,"sugar, brown",1
squab,thyme,1
squab,vanilla,1
squab,"vinegar, sherry",1
strawberries,techniques raw,2
strawberries,techniques sauté,2
strawberries,almonds,2
strawberries,amaretto,1
strawberries,"apricots, pureed",1
strawberries,bananas,2
strawberries,berries,1
strawberries,biscuit,1
strawberries,blackberries,2
strawberries,blueberries,2
strawberries,boysenberries,1
strawberries,brandy,1
strawberries,buttermilk,1
strawberries,caramel,1
strawberries,cardamom,1
strawberries,champagne,2
strawberries,chartreuse,1
strawberries,cheese queso de los beyos,2
strawberries,cheese ricotta,2
strawberries,chocolate dark,1
strawberries,chocolate white,1
strawberries,cinnamon,2
strawberries,cloves,1
strawberries,cognac,1
strawberries,coriander,1
strawberries,cream and ice cream,4
strawberries,cream cheese,1
strawberries,crème de cassis,1
strawberries,crème fraîche,2
strawberries,crust pastry,1
strawberries,crust pie,1
strawberries,custard,2
strawberries,elderflower syrup,1
strawberries,gelatin (for texture),1
strawberries,ginger,1
strawberries,gooseberries,1
strawberries,grapefruit,1
strawberries,grapes,1
strawberries,grappa,1
strawberries,guava,1
strawberries,hazelnuts,1
strawberries,honey,2
strawberries,kirsch,3
strawberries,kumquats,1
strawberries,lemon juice,3
strawberries,lemon zest,3
strawberries,lemon verbena,1
strawberries,lime juice,2
strawberries,lime zest,2
strawberries,marnier,3
strawberries,loquats,1
strawberries,mangoes,1
strawberries,maple syrup,1
strawberries,mascarpone,2
strawberries,melon,2
strawberries,mint (for garnish),2
strawberries,nutmeg,1
strawberries,oatmeal,1
strawberries,orange juice,3
strawberries,orange zest,3
strawberries,papaya,1
strawberries,passion fruit,1
strawberries,peaches,2
strawberries,peanuts,1
strawberries,pecans,1
strawberries,"pepper, black",2
strawberries,pies,1
strawberries,pineapple,2
strawberries,pine nuts,1
strawberries,pistachios,1
strawberries,plums,1
strawberries,pomegranates,1
strawberries,port,2
strawberries,raspberries,3
strawberries,rhubarb,4
strawberries,rum,1
strawberries,sake,1
strawberries,sherry,2
strawberries,shortcake,1
strawberries,sour cream,3
strawberries,sugar brown,4
strawberries,sugar white,4
strawberries,tarts,1
strawberries,vanilla,3
strawberries,walnuts,1
strawberries,yogurt,1
strawberries,zabaglione,1
strawberries,avoid,3
strawberries,salt,1
"sugar, palm",coconut,1
"sugar, palm",curries,1
"sugar, palm",custards,1
"sugar, palm",desserts,1
"sugar, palm",indian cuisine,1
"sugar, palm",tamarind,1
"sugar, palm",thai cuisine,1
"sugar, palm",sugar snap peas (see snap peas),3
sumac,allspice,1
sumac,avocados,2
sumac,beets,2
sumac,"cheese, feta",1
sumac,chickpeas,1
sumac,chile peppers,1
sumac,chili powder,1
sumac,coriander,1
sumac,cucumbers,1
sumac,cumin,1
sumac,eggplant,1
sumac,fennel,1
sumac,garlic,1
sumac,ginger,1
sumac,kebabs,1
sumac,lamb,2
sumac,lebanese cuisine,1
sumac,"lemon, juice",1
sumac,lentils,2
sumac,lime,1
sumac,middle eastern cuisine,1
sumac,mint,1
sumac,moroccan cuisine,1
sumac,onions,2
sumac,orange,1
sumac,oregano,1
sumac,paprika,1
sumac,parsley,1
sumac,"pepper, black",2
sumac,pine nuts,1
sumac,pomegrantes,1
sumac,rosemary,1
sumac,salads and salad dressings,2
sumac,salt,2
sumac,seafood,1
sumac,sesame seeds,2
sumac,shellfish,1
sumac,stewed dishes,1
sumac,thyme,2
sumac,tomatoes,2
sumac,turkish cuisine,2
sumac,vegetables,2
sumac,walnuts,1
sumac,yogurt,2
summer,weather typically hot,2
summer,apricots (peak june),1
summer,basil,1
summer,"beans, fava",1
summer,"beans, green (peak august)",2
summer,blackberries (peak june),1
summer,blueberries (peak july),1
summer,boysenberries (peak june),1
summer,cherries,2
summer,chilled dishes and beverages,1
summer,corn (peak july/august),2
summer,cucumbers (peak august),2
summer,eggplant,2
summer,figs (peak august),1
summer,fish,1
summer,"flowers, edible",1
summer,garlic (peak august),1
summer,grapes,1
summer,grilled dishes,1
summer,ice cream,1
summer,ices,1
summer,limes (peak june),1
summer,mangoes,1
summer,melons (peak august),2
summer,nectarines (peak july),2
summer,okra (peak august),1
summer,onions (peak august),1
summer,"onions, red (peak july)",1
summer,peaches (peak july/august),2
summer,"pears, bartlett (peak august)",1
summer,peppers,1
summer,picnics,1
summer,plums (peak august),2
summer,"puddings, summer",1
summer,raspberries (peak june,1
summer,raspberries (peak august),1
summer,salads fruit,1
summer,salads green,1
summer,salads pasta,1
summer,"salsas, fresh",1
summer,shellfish,1
summer,sorbets,1
summer,"soups, cold",1
summer,"squash, summer",2
summer,steaming,1
summer,strawberries,1
summer,tomatillos (peak august),1
summer,tomatoes,2
summer,"vegetables, green leafy",1
summer,vidalia onions (peak june),1
summer,watermelon,1
summer,zucchini (peak july),1
summer,allspice,1
summer,bay leaf,1
summer,cardamom,1
summer,cinnamon,1
summer,cloves,1
summer,dill,3
summer,fish,1
summer,ginger,1
summer,"herring, pickled",1
summer,meatballs,1
summer,mushrooms,1
summer,mustard,1
summer,nutmeg,1
summer,onions,1
summer,peas,1
summer,pepper,1
summer,potatoes,1
summer,shellfish,1
summer,sugar,1
summer,avoid,3
summer,garlic,1
summer,piquancy,1
sweetbreads,"artichokes, jerusalem",1
sweetbreads,asparagus,1
sweetbreads,bacon,3
sweetbreads,"butter, unsalted",1
sweetbreads,cabbage,1
sweetbreads,capers,2
sweetbreads,celery,1
sweetbreads,celery root,1
sweetbreads,cream,1
sweetbreads,fennel,1
sweetbreads,fennel seeds,1
sweetbreads,flour (for dredging),1
sweetbreads,french cuisine,1
sweetbreads,garlic,2
sweetbreads,greens,1
sweetbreads,ham,1
sweetbreads,hazelnuts,1
sweetbreads,honey,1
sweetbreads,italian cuisine,1
sweetbreads,"lemon, juice",2
sweetbreads,madeira,1
sweetbreads,mustard,1
sweetbreads,"oil, peanut",1
sweetbreads,olive oil,2
sweetbreads,onions red,1
sweetbreads,onions white,1
sweetbreads,"parsley, flat-leaf",2
sweetbreads,peas,1
sweetbreads,pecans,1
sweetbreads,pepper black,3
sweetbreads,pepper white,3
sweetbreads,port,1
sweetbreads,raisins,1
sweetbreads,salt kosher,1
sweetbreads,salt sea,1
sweetbreads,scallions,1
sweetbreads,shallots,2
sweetbreads,soy sauce,1
sweetbreads,spinach,1
sweetbreads,"stock, chicken",1
sweetbreads,sugar,2
sweetbreads,"thyme, fresh",1
sweetbreads,"truffles, black",1
sweetbreads,vermouth,1
sweetbreads,vinegar balsamic,3
sweetbreads,vinegar red,3
sweetbreads,vinegar rice,3
sweetbreads,vinegar sherry,3
sweetbreads,vinegar white,3
sweetbreads,"wine, white",1
sweetness,apple cider,1
sweetness,apple fruit,1
sweetness,apple juice,1
sweetness,apricots,1
sweetness,bananas,1
sweetness,barley,1
sweetness,"basil, sweet",1
sweetness,beans,1
sweetness,beets,1
sweetness,bell peppers red,1
sweetness,bell peppers yellow,1
sweetness,butter,1
sweetness,caramel,1
sweetness,carrots,1
sweetness,"cherries, sweet",1
sweetness,chestnuts,1
sweetness,chocolate dark,1
sweetness,chocolate milk,1
sweetness,chocolate white,1
sweetness,clementines,1
sweetness,cloves,1
sweetness,"cocoa, sweetened",1
sweetness,coconut and coconut milk,1
sweetness,corn,1
sweetness,corn syrup,1
sweetness,crab,1
sweetness,cream,1
sweetness,currants,1
sweetness,daikon,1
sweetness,dates,1
sweetness,figs,1
sweetness,fruits dried,1
sweetness,fruits ripe,1
sweetness,fruit juices,1
sweetness,"garlic, roasted",1
sweetness,"ginger, candied",1
sweetness,grapes,1
sweetness,guava,1
sweetness,hoisin sauce,1
sweetness,honey,2
sweetness,jicama,1
sweetness,ketchup,1
sweetness,lentils,1
sweetness,licorice,1
sweetness,"liqueurs, sweet",1
sweetness,lobster,1
sweetness,lotus root,1
sweetness,lychee nuts,1
sweetness,madeira,1
sweetness,mangoes,1
sweetness,maple syrup,2
sweetness,milk,1
sweetness,mirin (japanese sweetener),2
sweetness,molasses,2
sweetness,nectarines,1
sweetness,papaya,1
sweetness,parsnips,1
sweetness,passion fruits,1
sweetness,peaches,1
sweetness,pears,1
sweetness,peas and sugar snap peas,1
sweetness,persimmons,1
sweetness,pimentos,1
sweetness,pineapple,1
sweetness,"plums, sweet",1
sweetness,plum sauce,1
sweetness,pomegranates,1
sweetness,potatoes,1
sweetness,prunes,1
sweetness,pumpkin,1
sweetness,raisins,1
sweetness,raspberries,1
sweetness,rice,1
sweetness,roasted foods,1
sweetness,sake,1
sweetness,shrimp,1
sweetness,strawberries,1
sweetness,sugar brown,2
sweetness,sugar palm,2
sweetness,sugar white,2
sweetness,sweet potatoes,1
sweetness,tangerines,1
sweetness,tomatoes,1
sweetness,"vermouth, sweet",1
sweetness,"vinegar, balsamic",1
sweetness,watermelon,1
sweetness,wheat,1
sweetness,"wines, sweet",1
sweet potatoes,allspice,2
sweet potatoes,anise,1
sweet potatoes,apples and apple juice,2
sweet potatoes,bacon,1
sweet potatoes,bananas,1
sweet potatoes,basil,1
sweet potatoes,bay leaf,2
sweet potatoes,beans,1
sweet potatoes,bell peppers green,1
sweet potatoes,bell peppers red,1
sweet potatoes,bourbon,2
sweet potatoes,brandy,1
sweet potatoes,"butter, unsalted",3
sweet potatoes,caramel,1
sweet potatoes,cheeses,1
sweet potatoes,chestnuts,1
sweet potatoes,chile peppers,2
sweet potatoes,chives,1
sweet potatoes,"chocolate, white",1
sweet potatoes,cilantro,2
sweet potatoes,cinnamon,3
sweet potatoes,cloves,1
sweet potatoes,coconut,1
sweet potatoes,coriander,1
sweet potatoes,cranberries,1
sweet potatoes,cream,2
sweet potatoes,crème fraîche,1
sweet potatoes,cumin,1
sweet potatoes,curry powder,1
sweet potatoes,custards,1
sweet potatoes,dates,1
sweet potatoes,dill,1
sweet potatoes,duck,1
sweet potatoes,"figs, dried",1
sweet potatoes,fruits and fruit juices,1
sweet potatoes,garlic,2
sweet potatoes,ginger,2
sweet potatoes,"greens, bitter",1
sweet potatoes,ham,1
sweet potatoes,hazelnuts,1
sweet potatoes,honey,2
sweet potatoes,kale,1
sweet potatoes,ketchup,1
sweet potatoes,leeks,1
sweet potatoes,lemon juice,1
sweet potatoes,lemon zest,1
sweet potatoes,"lime, juice",2
sweet potatoes,liqueurs nut,1
sweet potatoes,liqueurs orange,1
sweet potatoes,maple syrup,2
sweet potatoes,molasses,2
sweet potatoes,"mushrooms, chanterelle",1
sweet potatoes,nutmeg,3
sweet potatoes,oatmeal,1
sweet potatoes,oil nut,2
sweet potatoes,oil peanut,2
sweet potatoes,oil sesame,2
sweet potatoes,olive oil,2
sweet potatoes,orange juice,3
sweet potatoes,orange zest,3
sweet potatoes,"paprika, smoked",1
sweet potatoes,"parsley, flat-leaf",2
sweet potatoes,peanuts,1
sweet potatoes,pears,1
sweet potatoes,pecans,2
sweet potatoes,pepper black,2
sweet potatoes,pepper white,2
sweet potatoes,persimmons,1
sweet potatoes,pineapple,1
sweet potatoes,pork,1
sweet potatoes,potatoes new,1
sweet potatoes,potatoes red,1
sweet potatoes,prosciutto,1
sweet potatoes,pumpkin,1
sweet potatoes,pumpkin seeds,1
sweet potatoes,raisins,1
sweet potatoes,red pepper flakes,1
sweet potatoes,rosemary,1
sweet potatoes,rum,2
sweet potatoes,sage,1
sweet potatoes,"salt, kosher",2
sweet potatoes,sausage andouille,1
sweet potatoes,sausage chorizo,1
sweet potatoes,sesame seeds,1
sweet potatoes,sour cream,1
sweet potatoes,"stock, chicken",1
sweet potatoes,"sugar, brown",3
sweet potatoes,tarragon,1
sweet potatoes,thyme,2
sweet potatoes,tomatoes,1
sweet potatoes,vanilla,1
sweet potatoes,vinegar balsamic,1
sweet potatoes,vinegar cider,1
sweet potatoes,walnuts,2
sweet potatoes,whiskey,1
sweet potatoes,"wine, sweet",1
sweet potatoes,worcestershire sauce,1
sweet potatoes,yogurt,1
szechuan pepper,asian cuisines,1
szechuan pepper,"beans, black",1
szechuan pepper,chicken,1
szechuan pepper,chile peppers,1
szechuan pepper,chinese cuisine,1
szechuan pepper,curry powder,1
szechuan pepper,duck,2
szechuan pepper,five-spice powder (key ingredient),1
szechuan pepper,fried dishes,1
szechuan pepper,"fruits, citrus",1
szechuan pepper,game,1
szechuan pepper,game birds,1
szechuan pepper,garlic,1
szechuan pepper,ginger,2
szechuan pepper,grilled dishes,1
szechuan pepper,honey,1
szechuan pepper,lemon,1
szechuan pepper,lime,1
szechuan pepper,mushrooms,1
szechuan pepper,onions,1
szechuan pepper,orange,1
szechuan pepper,peppercorns black,1
szechuan pepper,peppercorns green,1
szechuan pepper,peppercorns white,1
szechuan pepper,pork,2
szechuan pepper,quail,1
szechuan pepper,salt,2
szechuan pepper,scallions,1
szechuan pepper,sesame oil,1
szechuan pepper,sesame seeds,1
szechuan pepper,soy sauce,1
szechuan pepper,squid,1
szechuan pepper,star anise,2
szechuan pepper,stir-fried dishes,1
szechuan pepper,tibetan cuisine,1
tamarind,african cuisine,1
tamarind,allspice,1
tamarind,almonds,1
tamarind,asian cuisines,1
tamarind,bananas,1
tamarind,beans,1
tamarind,cabbage,1
tamarind,cardamom,1
tamarind,central american cuisine,1
tamarind,chicken,2
tamarind,chickpeas,1
tamarind,chili powder,2
tamarind,chinese cuisine,1
tamarind,chutneys,2
tamarind,cilantro,1
tamarind,cinnamon,1
tamarind,cloves,1
tamarind,coconut and coconut milk,2
tamarind,coriander,1
tamarind,cumin,2
tamarind,"curries, curry paste, curry powder",2
tamarind,dates,1
tamarind,duck,1
tamarind,fennel seeds,1
tamarind,fenugreek,1
tamarind,fish,2
tamarind,fish sauce,2
tamarind,fruits,1
tamarind,game,1
tamarind,garlic,1
tamarind,ginger,2
tamarind,greens,1
tamarind,honey,1
tamarind,indian cuisine,3
tamarind,indonesian cuisine,1
tamarind,jamaican cuisine,1
tamarind,lamb,1
tamarind,latin american cuisine,1
tamarind,lentils,2
tamarind,"lime, juice",2
tamarind,mangoes,1
tamarind,marinades,1
tamarind,meats,1
tamarind,middle eastern cuisine,2
tamarind,mint,1
tamarind,mushrooms,1
tamarind,mustard,2
tamarind,"oil, grapeseed",1
tamarind,"onions, red",1
tamarind,orange,1
tamarind,paprika,1
tamarind,peaches,1
tamarind,peanuts,1
tamarind,pears,1
tamarind,"pepper, black",1
tamarind,pineapple,1
tamarind,pork,2
tamarind,potatoes,1
tamarind,poultry,1
tamarind,rice,2
tamarind,sauces,1
tamarind,scallops,1
tamarind,sea bass,1
tamarind,shellfish,1
tamarind,shrimp,1
tamarind,soups,1
tamarind,southeast asian cuisine,1
tamarind,soy sauce,1
tamarind,star anise,2
tamarind,stews,1
tamarind,sugar brown,2
tamarind,sugar palm,2
tamarind,sugar white,2
tamarind,thai basil,1
tamarind,thai cuisine,2
tamarind,turmeric,2
tamarind,vegetables,1
tamarind,vinaigrette,1
tamarind,worcestershire sauce (key ingredient),1
tamarind,yogurt,2
tequila,chile peppers,1
tequila,cilantro,1
tequila,cointreau,1
tequila,fruit juice,1
tequila,ginger,1
tequila,grenadine,1
tequila,"lemon, juice",2
tequila,"lime, juice",3
tequila,mexican cuisine,3
tequila,"orange, juice",2
tequila,"pomegranate, juice",1
tequila,sage,1
tequila,salt,2
tequila,sugar,1
tequila,vermouth dry,1
tequila,vermouth sweet,1
thyme,allspice,1
thyme,apples,1
thyme,bacon,1
thyme,basil,1
thyme,bay leaf,3
thyme,beef,1
thyme,beer,1
thyme,bell peppers,1
thyme,braised dishes,1
thyme,bread and other baked goods,1
thyme,broccoli,1
thyme,brussels sprouts,1
thyme,cabbage,1
thyme,caramel,1
thyme,carrots,2
thyme,casseroles,1
thyme,celery,1
thyme,cheese fresh,3
thyme,cheese goat,3
thyme,chile peppers,1
thyme,chives,2
thyme,"chowders, clam",1
thyme,cloves,1
thyme,cod,1
thyme,coriander,1
thyme,corn,2
thyme,cranberries,1
thyme,curries,1
thyme,dates,1
thyme,dill,1
thyme,eggplant,2
thyme,eggs and egg dishes,1
thyme,fennel,1
thyme,figs,1
thyme,fish,3
thyme,french cuisine,1
thyme,"fruits, dried",1
thyme,game,1
thyme,garlic,1
thyme,greek cuisine,1
thyme,gumbos,1
thyme,herbes de provence (ingredient),1
thyme,honey,1
thyme,italian cuisine,2
thyme,jamaican cuisine,1
thyme,jerk seasoning,1
thyme,lavender,1
thyme,leeks,1
thyme,legumes,1
thyme,lemon,2
thyme,lemon verbena,1
thyme,lentils,1
thyme,lovage,2
thyme,marinades,1
thyme,marjoram,2
thyme,meats and meat loaf,3
thyme,mediterranean cuisine,1
thyme,middle eastern cuisine,2
thyme,mint,1
thyme,mole sauce,1
thyme,mushrooms,3
thyme,mustard,1
thyme,nutmeg,1
thyme,olive oil,1
thyme,onions,3
thyme,orange,1
thyme,oregano,2
thyme,paprika,1
thyme,parsley,2
thyme,parsnips,1
thyme,pasta and pasta sauces,1
thyme,pâtés,1
thyme,pears,1
thyme,peas,1
thyme,pepper,1
thyme,potatoes,3
thyme,poultry,1
thyme,rabbit,1
thyme,rice,1
thyme,roasts,1
thyme,rosemary,3
thyme,sage,1
thyme,salads and salad dressings,1
thyme,sausages,1
thyme,savory,3
thyme,seafood,1
thyme,spanish cusine,1
thyme,spinach,1
thyme,stews,3
thyme,stocks,1
thyme,stuffings,1
thyme,tarragon,1
thyme,tomatoes,3
thyme,venison,1
thyme,vinaigrettes,1
thyme,"wine, red, and red wine sauces",1
thyme,zucchini,1
tomatillos,avocado,1
tomatillos,chicken,1
tomatillos,cilantro,2
tomatillos,cucumber,1
tomatillos,fish,1
tomatillos,garlic,1
tomatillos,grilled dishes,1
tomatillos,guacamole,1
tomatillos,lime,1
tomatillos,mexican cuisine,2
tomatillos,onions,1
tomatillos,pork,1
tomatillos,salt kosher,1
tomatillos,salt sea,1
tomatillos,scallions,1
tomatillos,shellfish,1
tomatillos,shrimp,1
tomatillos,sour cream,1
tomatillos,stews,1
tomatillos,tequila,1
tomatillos,tomatoes,2
tomatoes,aioli,1
tomatoes,allspice,1
tomatoes,almonds,1
tomatoes,anchovies,1
tomatoes,arugula,2
tomatoes,avocados,1
tomatoes,basil lemon,4
tomatoes,basil purple,4
tomatoes,bay leaf,2
tomatoes,beans fava,1
tomatoes,beans green,1
tomatoes,beets,1
tomatoes,bell peppers red,3
tomatoes,bell peppers green,3
tomatoes,bell peppers yellow,3
tomatoes,"bread, bread crumbs",1
tomatoes,broccoli,1
tomatoes,"butter, unsalted",1
tomatoes,capers,1
tomatoes,carrots,1
tomatoes,cauliflower,1
tomatoes,cayenne,1
tomatoes,celery and celery salt,1
tomatoes,chervil,1
tomatoes,chicken,1
tomatoes,chickpeas,1
tomatoes,chili,1
tomatoes,chili sauce,1
tomatoes,chives,2
tomatoes,cilantro,2
tomatoes,cinnamon,1
tomatoes,coconut milk,1
tomatoes,coriander,1
tomatoes,corn,1
tomatoes,crab,1
tomatoes,cream,1
tomatoes,cream cheese,1
tomatoes,cucumbers,2
tomatoes,cumin,1
tomatoes,curry,1
tomatoes,dill,1
tomatoes,eggplant,1
tomatoes,eggs,1
tomatoes,fennel,2
tomatoes,fennel seeds,1
tomatoes,french cuisine,1
tomatoes,garlic,3
tomatoes,garlic chives,1
tomatoes,ginger,1
tomatoes,ham,1
tomatoes,hazelnuts,1
tomatoes,honey,1
tomatoes,horseradish,1
tomatoes,italian cuisine,1
tomatoes,lamb,1
