source,target_cleaned,score,key_ingredient,seasonality,ingredient,accompaniment,avoid,target_raw,
apple,"butter, unsalted",3,,,,,,"butter, unsalted",
apple,butterscotch,1,,,,,,butterscotch,
apple,"cabbage, red",1,,,,,,"cabbage, red",
apple,calvados,3,,,,,,calvados,
apple,caramel,3,,,,,,caramel,
apple,cardamom,1,,,,,,cardamom,
apple,celery,1,,,,,,celery,
apple,celery root,1,,,,,,celery root,
apple,"cheese, camembert",2,,,,,,cheese camembert,
apple,"cheese, cheddar",2,,,,,,cheese cheddar,
apple,"cheese, goat",2,,,,,,cheese goat,
apple,"cheese, gruyère",2,,,,,,cheese gruyère,
apple,"cherry, dried",1,,,,,,cherries dried,
apple,"cherry, fresh",1,,,,,,cherries fresh,
apple,chestnut,1,,,,,,chestnuts,
apple,chicken,1,,,,,,chicken,
apple,chive,1,,,,,,chives,
apple,cider,1,,,,,,cider,
apple,cinnamon,4,,,,,,cinnamon,
apple,clove,2,,,,,,cloves,
apple,cognac,2,,,,,,cognac,
apple,cointreau,1,,,,,,cointreau,
apple,coriander,1,,,,,,coriander,
apple,cranberry,1,,,,,,cranberries,
apple,cream,3,,,,,,cream and ice cream,
apple,cream,3,,,,,,cream and ice cream,
apple,crème anglaise,1,,,,,,crème anglaise (sauce),
apple,crème fraîche,1,,,,,,crème fraîche,
apple,cumin,1,,,,,,cumin,
apple,currant,1,,,,,,"currants, esp. black, and currant jelly",
apple,"currant, black",2,,,,,,"currants, esp. black, and currant jelly",
apple,"currant, jelly",2,,,,,,"currants, esp. black, and currant jelly",
apple,"curry, powder",1,,,,,,curry powder,
apple,custard,2,,,,,,custards,
apple,dates,1,,,,,,dates,
apple,duck,1,,,,,,duck,
apple,eggplant,1,,,,,,eggplant,
apple,fennel,1,,,,,,fennel,
apple,french cuisine,1,,,,,,"french cuisine, esp. from normandy",
apple,"french cuisine, from normandy",2,,,,,,"french cuisine, esp. from normandy",
apple,ginger,2,,,,,,ginger,
apple,goose,1,,,,,,goose,
apple,hazelnut,1,,,,,,hazelnuts,
apple,honey,2,,,,,,"honey, esp. chestnut, wildflower",
apple,"honey, chestnut",3,,,,,,"honey, esp. chestnut, wildflower",
apple,"honey, wildflower",3,,,,,,"honey, esp. chestnut, wildflower",
apple,horseradish,1,,,,,,horseradish,
apple,ice cream,3,,,,,,cream and ice cream,
apple,ice cream,1,,,,,,ice cream,
apple,kirsch,2,,,,,,kirsch,
apple,lavender,1,,,,,,lavender,
apple,lemon thyme,1,,,,,,lemon thyme,
apple,"lemon, juice",3,,,,,,lemon juice,
apple,"lemon, zest",3,,,,,,lemon zest,
apple,"lettuce, frisée",1,,,,,,frisée,
apple,lychee,1,,,,,,lychees,
apple,maple syrup,1,,,,,,maple syrup,
apple,mayonnaise,1,,,,,,mayonnaise,
apple,meringue,1,,,,,,meringue,
apple,molasses,1,,,,,,molasses,
apple,mustard,1,,,,,,mustard,
apple,nutmeg,2,,,,,,nutmeg,
apple,nuts,1,,,,,,nuts,
apple,oatmeal,1,,,,,,oatmeal and oats,
apple,oats,1,,,,,,oatmeal and oats,
apple,"oil, canola",1,,,,,,oil canola,
apple,"oil, hazelnut",1,,,,,,oil hazelnut,
apple,"oil, walnut",1,,,,,,oil walnut,
apple,olive oil,1,,,,,,olive oil,
apple,onion,1,,,,,,"onions, esp. green, red",
apple,"onion, pearl",2,,,,,,"onions, esp. green, red",
apple,"onion, red",2,,,,,,"onions, esp. green, red",
apple,"orange, juice",1,,,,,,orange juice,
apple,"orange, zest",1,,,,,,orange zest,
apple,parsley,1,,,,,,parsley,
apple,pastry crust,1,,,,,,crust pastry,
apple,peanut butter,1,,,,,,peanuts and peanut butter,
apple,peanuts,1,,,,,,peanuts and peanut butter,
apple,peanuts,1,,,,,,peanuts and peanut butter,
apple,pear,1,,,,,,pears,
apple,pecan,2,,,,,,pecans,
apple,"pepper, black",1,,,,,,"pepper, black",
apple,pie,1,,,,,,pies,
apple,pie crust,1,,,,,,crust pie,
apple,pine nuts,2,,,,,,pine nuts,
apple,pineapple,1,,,,,,pineapple,
apple,pistachio,1,,,,,,pistachios,
apple,plum,1,,,,,,plums,
apple,pomegranate,1,,,,,,pomegranates,
apple,pork,2,,,,,,pork,
apple,poultry,1,,,,,,poultry,
apple,prune,1,,,,,,prunes,
apple,puff pastry,1,,,,,,puff pastry,
apple,pumpkin,2,,,,,,pumpkin,
apple,quince,1,,,,,,quince,
apple,raisins,2,,,,,,"raisins, esp. seedless, white",
apple,"raisins, seedless, white",3,,,,,,"raisins, esp. seedless, white",
apple,rhubarb,1,,,,,,rhubarb,
apple,rice,1,,,,,,rice and rice pudding,
apple,rice,1,,,,,,rice and rice pudding,
apple,rice pudding,1,,,,,,rice and rice pudding,
apple,rosemary,1,,,,,,rosemary,
apple,"rum, dark",3,,,,,,rum dark,
apple,"rum, dark",3,,,,,,rum light,
apple,"salad, fruit",1,,,,,,salads fruit,
apple,"salad, green",1,,,,,,salads green,
apple,"salt, kosher",1,,,,,,"salt, kosher",
apple,sauerkraut,1,,,,,,sauerkraut,
apple,scallion,2,,,,,,"onions, esp. green, red",
apple,sherry,2,,,,,,sherry,
apple,soup,1,,,,,,soups,
apple,sour cream,1,,,,,,sour cream,
apple,star anise,1,,,,,,star anise,
apple,"sugar, brown",3,,,,,,sugar brown,
apple,"sugar, white",3,,,,,,sugar white,
apple,sweet potato,2,,,,,,sweet potatoes,
apple,tarragon,1,,,,,,tarragon,
apple,tarts,1,,,,,,tarts,
apple,thyme,1,,,,,,thyme,
apple,vanilla,2,,,,,,vanilla,
apple,verjus,1,,,,,,verjus,
apple,vermouth,2,,,,,,vermouth,
apple,"vinegar, apple cider",1,,,,,,vinegar apple cider,
apple,"vinegar, raspberry",1,,,,,,vinegar raspberry,
apple,walnuts,3,,,,,,walnuts,
apple,"wine, dry white",1,,,,,,wine dry white,
apple,"wine, madeira",2,,,,,,madeira,
apple,"wine, red",1,,,,,,wine red,
apple,yogurt,1,,,,,,yogurt,
apricot,allspice,1,,,,,,allspice,
apricot,almonds,3,,,,,,ALMONDS,
apricot,amaretto,1,,,,,,amaretto,
apricot,anise,1,,,,,,anise,
apricot,apple,2,,,,,,apples,
apricot,banana,1,,,,,,bananas,
apricot,blackberry,1,,,,,,blackberries,
apricot,blueberry,1,,,,,,blueberries,
apricot,brandy,1,,,,,,brandy,
apricot,"brandy, apricot",1,,,,,,apricot brandy,
apricot,"butter, unsalted",1,,,,,,"butter, unsalted",
apricot,caramel,1,,,,,,caramel,
apricot,cardamom,2,,,,,,cardamom,
apricot,cayenne,1,,,,,,cayenne,
apricot,cheese,1,,,,,,"cheese (e.g., Brie, Reblochon, ricotta)",
apricot,"cheese, Brie",1,,,,,,"cheese (e.g., Brie, Reblochon, ricotta)",
apricot,"cheese, Reblochon",1,,,,,,"cheese (e.g., Brie, Reblochon, ricotta)",
apricot,"cheese, ricotta",1,,,,,,"cheese (e.g., Brie, Reblochon, ricotta)",
apricot,cheesecake,1,,,,,,cheesecake,
apricot,cherry,2,,,,,,cherries,
apricot,chicken,1,,,,,,chicken,
apricot,"chocolate, white",1,,,,,,"chocolate, white",
apricot,cinnamon,2,,,,,,cinnamon,
apricot,coconut,1,,,,,,coconut,
apricot,coffee,1,,,,,,coffee and espresso,
apricot,cognac,1,,,,,,cognac,
apricot,coriander,1,,,,,,coriander,
apricot,cranberry,2,,,,,,cranberries,
apricot,cream,3,,,,,,CREAM AND ICE CREAM,
apricot,crème anglaise,1,,,,,,crème anglaise,
apricot,crème brûlée,2,,,,,,"custards (e.g., crème brûlée)",
apricot,custard,2,,,,,,"custards (e.g., crème brûlée)",
apricot,duck,1,,,,,,duck,
apricot,espresso,1,,,,,,coffee and espresso,
apricot,foie gras,1,,,,,,foie gras,
apricot,game,1,,,,,,game,
apricot,garlic,1,,,,,,garlic,
apricot,ginger,2,,,,,,ginger,
apricot,hazelnut,1,,,,,,hazelnuts,
apricot,honey,1,,,,,,honey,
apricot,ice cream,3,,,,,,CREAM AND ICE CREAM,
apricot,ice cream,1,,,,,,"ice cream, esp. vanilla",
apricot,"ice cream, vanilla",2,,,,,,"ice cream, esp. vanilla",
apricot,Kirsch,2,,,,,,Kirsch,
apricot,lamb,1,,,,,,lamb,
apricot,lemon verbena,1,,,,,,lemon verbena,
apricot,"lemon, juice",3,,,,,,"LEMON: juice, zest",
apricot,"lemon, zest",3,,,,,,"LEMON: juice, zest",
apricot,"liqueur, apricot",1,,,,,,"liqueurs: apricot, nut",
apricot,"liqueur, nut",1,,,,,,"liqueurs: apricot, nut",
apricot,"liqueur, orange",1,,,,,,orange liqueur,
apricot,maple syrup,1,,,,,,maple syrup,
apricot,mascarpone,1,,,,,,mascarpone,
apricot,mediterranean cuisine,1,,,,,,Mediterranean cuisine,
apricot,meringue,1,,,,,,meringue,
apricot,Middle Eastern stews,1,,,,,,Middle Eastern stews,
apricot,mint,1,,,,1,,mint (garnish),
apricot,Moroccan cuisine,1,,,,,,Moroccan cuisine,
apricot,nectarine,1,,,,,,nectarines,
apricot,nutmeg,1,,,,,,nutmeg,
apricot,nuts,1,,,,,,nuts,
apricot,oats,1,,,,,,oats and oatmeal,
apricot,oats,1,,,,,,oats and oatmeal,
apricot,onion,1,,,,,,"onions, esp. yellow",
apricot,"onion, yellow",2,,,,,,"onions, esp. yellow",
apricot,"orange, juice",2,,,,,,"orange: juice, zest",
apricot,"orange, zest",2,,,,,,"orange: juice, zest",
apricot,peach,1,,,,,,peaches,
apricot,"pepper, black",2,,,,,,"pepper, black",
apricot,pine nuts,1,,,,,,pine nuts,
apricot,pineapple,1,,,,,,pineapple,
apricot,pistachio,2,,,,,,pistachios,
apricot,plum,1,,,,,,plums,
apricot,pork,1,,,,,,pork,
apricot,poultry,1,,,,,,poultry,
apricot,praline,1,,,,,,praline,
apricot,prune,1,,,,,,prunes,
apricot,raisins,1,,,,,,raisins,
apricot,raspberry,1,,,,,,raspberries,
apricot,rice pudding,1,,,,,,rice pudding,
apricot,rosemary,1,,,,,,rosemary,
apricot,rum,1,,,,,,rum,
apricot,saffron,1,,,,,,saffron,
apricot,salad,1,,,,,,"salads, esp. fruit, green",
apricot,"salad, fruit",2,,,,,,"salads, esp. fruit, green",
apricot,sauternes,1,,,,,,Sauternes,
apricot,sour cream,1,,,,,,sour cream,
apricot,strawberry,1,,,,,,strawberries,
apricot,"sugar, brown",3,,,,,,"SUGAR: brown, white",
apricot,"sugar, white",3,,,,,,"SUGAR: brown, white",
apricot,"tea, apple",1,,,,,,"tea: apple, apricot, Earl Grey",
apricot,"tea, apricot",1,,,,,,"tea: apple, apricot, Earl Grey",
apricot,"tea, Earl Grey",1,,,,,,"tea: apple, apricot, Earl Grey",
apricot,vanilla,4,,,,,,VANILLA,
apricot,"vinegar, red wine",1,,,,,,"vinegar, red wine",
apricot,walnuts,1,,,,,,walnuts,
apricot,"wine, sweet",1,,,,,,"wine: sweet, white",
apricot,"wine, white",1,,,,,,"wine: sweet, white",
apricot,yogurt,1,,,,,,yogurt,
"apricot, dried",allspice,1,,,,,,allspice,
"apricot, dried","cherry, dried",1,,,,,,"cherries, dried",
"apricot, dried",cinnamon,1,,,,,,cinnamon,
"apricot, dried",currant,1,,,,,,currants,
"apricot, dried",custard,1,,,,,,custard,
"apricot, dried",french toast,1,,,,,,french toast,
"apricot, dried",ginger,1,,,,,,ginger,
"apricot, dried",hazelnut,1,,,,,,hazelnuts,
"apricot, dried",honey,1,,,,,,honey,
"apricot, dried",ice cream,1,,,,,,ice cream,
"apricot, dried","lemon, juice",1,,,,,,lemon juice,
"apricot, dried","lemon, zest",1,,,,,,lemon zest,
"apricot, dried",moroccan cuisine,1,,,,,,moroccan cuisine,
"apricot, dried","orange, juice",2,,,,,,orange juice,
"apricot, dried","orange, zest",2,,,,,,orange zest,
"apricot, dried",pancakes,1,,,,,,pancakes/crepes,
"apricot, dried",pistachio,1,,,,,,pistachios,
"apricot, dried",pork,1,,,,,,pork,
"apricot, dried",prune,1,,,,,,prunes,
"apricot, dried","pumpkin, seeds",1,,,,,,pumpkin seeds,
"apricot, dried",raisins,1,,,,,,raisins,
"apricot, dried",rice pudding,1,,,,,,rice pudding,
"apricot, dried",sugar,1,,,,,,sugar,
"apricot, dried","tamarind, paste",1,,,,,,tamarind paste,
"apricot, dried",vanilla,1,,,,,,vanilla,
"apricot, dried","wine, madeira",1,,,,,,madeira,
"apricot, dried","wine, muscat",1,,,,,,"wine, sweet white (e.g., muscat)",
"apricot, dried","wine, sweet white",1,,,,,,"wine, sweet white (e.g., muscat)",
argentinian cuisine,beef,1,,,,,,beef,
argentinian cuisine,corn,1,,,,,,corn,
argentinian cuisine,peach,1,,,,,,peaches,
argentinian cuisine,pumpkin,1,,,,,,pumpkin,
argentinian cuisine,sweet potato,1,,,,,,sweet potatoes,
aroma,cinnamon,1,,,,,,cinnamon,
aroma,herbs,1,,,,,,herbs,
aroma,pineapple,1,,,,,,pineapple,
aroma,sous-vide cooking,1,,,,,,sous-vide cooking,
aroma,spices,1,,,,,,spices,
aroma,star anise,1,,,,,,star anise,
aroma,truffle,1,,,,,,truffles,
aroma,vanilla,1,,,,,,vanilla,
artichoke,aioli,1,,,,,,aioli,
artichoke,anchovies,2,,,,,,anchovies,
artichoke,arugula,1,,,,,,arugula,
artichoke,bacon,1,,,,,,bacon,
artichoke,basil,1,,,,,,basil,
artichoke,bay leaf,2,,,,,,bay leaf,
artichoke,"beans, fava",1,,,,,,"beans, fava",
artichoke,beets,1,,,,,,beets,
artichoke,bell pepper,1,,,,,,"bell peppers, esp. roasted",
artichoke,"bell pepper, roasted",2,,,,,,"bell peppers, esp. roasted",
artichoke,bread crumbs,2,,,,,,bread crumbs,
artichoke,butter,2,,,,,,butter,
artichoke,capers,1,,,,,,capers,
artichoke,carrot,1,,,,,,carrots,
artichoke,cashews,1,,,,,,cashews,
artichoke,celery,1,,,,,,celery,
artichoke,"cheese, emmental",2,,,,,,cheese emmental,
artichoke,"cheese, goat",2,,,,,,cheese goat,
artichoke,"cheese, gruyère",2,,,,,,cheese gruyère,
artichoke,"cheese, parmesan",2,,,,,,cheese parmesan,
artichoke,chervil,1,,,,,,chervil,
artichoke,chicken,1,,,,,,chicken,
artichoke,"chile pepper, piquillo",1,,,,,,piquillo peppers,
artichoke,chive,1,,,,,,chives,
artichoke,coriander,1,,,,,,coriander,
artichoke,crab,1,,,,,,"shellfish (e.g., crab)",
artichoke,cream,1,,,,,,cream,
artichoke,crème fraîche,1,,,,,,crème fraîche,
artichoke,"egg, hard-boiled",1,,,,,,eggs hard-boiled,
artichoke,"egg, yolk",1,,,,,,eggs yolk,
artichoke,french cuisine,1,,,,,,french cuisine,
artichoke,garlic,3,,,,,,garlic,
artichoke,grapefruit,1,,,,,,grapefruit,
artichoke,ham,1,,,,,,"ham (e.g., serrano)",
artichoke,"ham, serrano",1,,,,,,"ham (e.g., serrano)",
artichoke,hazelnut,1,,,,,,hazelnuts,
artichoke,hollandaise sauce,1,,,,,,hollandaise sauce,
artichoke,italian cuisine,1,,,,,,italian cuisine,
artichoke,leek,1,,,,,,leeks,
artichoke,"lemon, confit",3,,,,,,lemon confit,
artichoke,"lemon, juice",3,,,,,,lemon juice,
artichoke,"lemon, zest",3,,,,,,lemon zest,
artichoke,lobster,1,,,,,,lobster,
artichoke,mayonnaise,2,,,,,,mayonnaise,
artichoke,mediterranean cuisine,1,,,,,,mediterranean cuisine,
artichoke,mint,3,,,,,,mint,
artichoke,moroccan cuisine,1,,,,,,moroccan cuisine,
artichoke,mushroom,1,,,,,,mushrooms,
artichoke,"mustard, dijon",1,,,,,,"mustard, dijon",
artichoke,"nuts, cashews",1,,,,,,nuts cashews,
artichoke,"nuts, hazelnuts",1,,,,,,nuts hazelnuts,
artichoke,"nuts, walnuts",1,,,,,,nuts walnuts,
artichoke,"oil, hazelnut",1,,,,,,oil hazelnut,
artichoke,"oil, peanut",1,,,,,,oil peanut,
artichoke,olive oil,3,,,,,,olive oil,
artichoke,"olives, black",1,,,,,,olives black,
artichoke,"olives, niçoise",1,,,,,,olives niçoise,
artichoke,onion,3,,,,,,"onions, esp. sweet and yellow",
artichoke,"onion, sweet",4,,,,,,"onions, esp. sweet and yellow",
artichoke,"onion, yellow",4,,,,,,"onions, esp. sweet and yellow",
artichoke,orange,1,,,,,,orange,
artichoke,pancetta,1,,,,,,pancetta,
artichoke,"parsley, flat-leaf",3,,,,,,"parsley, flat-leaf",
artichoke,"pepper, black",3,,,,,,"pepper, black",
artichoke,"pepper, white",3,,,,,,"pepper, white",
artichoke,pesto,1,,,,,,pesto,
artichoke,potato,1,,,,,,potatoes,
artichoke,prosciutto,1,,,,,,prosciutto,
artichoke,radicchio,1,,,,,,radicchio,
artichoke,red pepper flakes,1,,,,,,red pepper flakes,
artichoke,rice,1,,,,,,rice,
artichoke,risotto,1,,,,,,risotto,
artichoke,rosemary,1,,,,,,rosemary,
artichoke,saffron,1,,,,,,saffron,
artichoke,sage,1,,,,,,sage,
artichoke,salad,1,,,,,,salads,
artichoke,"salt, kosher",3,,,,,,"salt, kosher",
artichoke,savory,1,,,,,,savory,
artichoke,shallot,1,,,,,,shallots,
artichoke,shellfish,1,,,,,,"shellfish (e.g., crab)",
artichoke,"sherry, dry",1,,,,,,"sherry, dry",
artichoke,shrimp,1,,,,,,shrimp,
artichoke,soy sauce,1,,,,,,soy sauce,
artichoke,spanish cuisine,1,,,,,,spanish cuisine,
artichoke,spinach,1,,,,,,spinach,
artichoke,"stock, chicken",1,,,,,,"stock, chicken",
artichoke,sugar,1,,,,,,sugar (pinch),
artichoke,tapenade,1,,,,,,tapenade,
artichoke,"tarragon, fresh",1,,,,,,"tarragon, fresh",
artichoke,"thyme, fresh",3,,,,,,"thyme, fresh",
artichoke,tomato,3,,,,,,tomatoes,
artichoke,"truffle, black",1,,,,,,"truffles, black",
artichoke,tuna,1,,,,,,tuna,
artichoke,vinaigrette,1,,,,,,vinaigrette,
artichoke,"vinegar, balsamic",1,,,,,,vinegar balsamic,
artichoke,"vinegar, rice wine",1,,,,,,vinegar rice,
artichoke,"vinegar, sherry",1,,,,,,vinegar sherry,
artichoke,"vinegar, white wine",1,,,,,,vinegar white wine,
artichoke,walnuts,1,,,,,,walnuts,
artichoke,"wine, dry white",3,,,,,,"wine, dry white",
artichoke,yogurt,1,,,,,,yogurt,
"artichoke, jerusalem",bacon,1,,,,,,bacon,
"artichoke, jerusalem",bay leaf,1,,,,,,bay leaf,
"artichoke, jerusalem",butter,2,,,,,,butter,
"artichoke, jerusalem",celery,1,,,,,,celery,
"artichoke, jerusalem","cheese, goat",1,,,,,,"cheese, goat",
"artichoke, jerusalem",chervil,1,,,,,,chervil,
"artichoke, jerusalem",chive,1,,,,,,chives,
"artichoke, jerusalem",coriander,1,,,,,,coriander,
"artichoke, jerusalem",cream,2,,,,,,cream,
"artichoke, jerusalem",cumin,1,,,,,,cumin,
"artichoke, jerusalem",dill,1,,,,,,dill,
"artichoke, jerusalem","fennel, leaves",1,,,,,,fennel leaves,
"artichoke, jerusalem","fennel, seeds",1,,,,,,fennel seeds,
"artichoke, jerusalem",garlic,2,,,,,,garlic,
"artichoke, jerusalem",ginger,1,,,,,,ginger,
"artichoke, jerusalem",hazelnut,1,,,,,,hazelnuts,
"artichoke, jerusalem",leek,1,,,,,,leeks,
"artichoke, jerusalem","lemon, juice",2,,,,,,"lemon, juice",
"artichoke, jerusalem",mace,1,,,,,,mace,
"artichoke, jerusalem",meat,1,,,,,,"meats, esp. roasted",
"artichoke, jerusalem","meat, roasted",2,,,,,,"meats, esp. roasted",
"artichoke, jerusalem",morels,1,,,,,,morels,
"artichoke, jerusalem",nutmeg,2,,,,,,nutmeg,
"artichoke, jerusalem","oil, nut",2,,,,,,oil nut,
"artichoke, jerusalem","oil, sunflower",2,,,,,,oil sunflower seed,
"artichoke, jerusalem",olive oil,2,,,,,,olive oil,
"artichoke, jerusalem",onion,1,,,,,,onions,
"artichoke, jerusalem","parsley, flat-leaf",2,,,,,,"parsley, flat-leaf",
"artichoke, jerusalem","pepper, black",2,,,,,,"pepper, black",
"artichoke, jerusalem",potato,1,,,,,,potatoes,
"artichoke, jerusalem",rosemary,1,,,,,,rosemary,
"artichoke, jerusalem",sage,1,,,,,,sage,
"artichoke, jerusalem",salmon,1,,,,,,salmon,
"artichoke, jerusalem","salt, sea",2,,,,,,"salt, sea",
"artichoke, jerusalem",shallot,1,,,,,,shallots,
"artichoke, jerusalem","stock, chicken",1,,,,,,"stock, chicken",
"artichoke, jerusalem",tarragon,1,,,,,,tarragon,
"artichoke, jerusalem",thyme,1,,,,,,thyme,
"artichoke, jerusalem",vinegar,1,,,,,,vinegar,
"artichoke, jerusalem","wine, dry white",1,,,,,,"wine, dry white",
asparagus,almonds,1,,,,,,almonds,
asparagus,anchovies,1,,,,,,anchovies,
asparagus,artichoke,1,,,,,,artichokes,
asparagus,basil,1,,,,,,basil,
asparagus,bay leaf,1,,,,,,bay leaf,
asparagus,"beans, fava",1,,,,,,fava beans,
asparagus,beets,1,,,,,,beets,
asparagus,bread crumbs,1,,,,,,bread crumbs,
asparagus,"butter, brown",1,,,,,,"butter, brown",
asparagus,"butter, unsalted",3,,,,,,"butter, unsalted",
asparagus,capers,1,,,,,,capers,
asparagus,"caraway, seeds",1,,,,,,caraway seeds,
asparagus,carrot,1,,,,,,carrots,
asparagus,cayenne,1,,,,,,cayenne,
asparagus,chervil,2,,,,,,chervil,
asparagus,"chile pepper, piquillo",1,,,,,,"peppers, piquillo",
asparagus,chive,1,,,,,,chives,
asparagus,crab,1,,,,,,crab,
asparagus,"cream, heavy",2,,,,,,"cream, heavy",
asparagus,crème fraîche,1,,,,,,crème fraîche,
asparagus,dill,2,,,,,,dill,
asparagus,egg,3,,,,,,"eggs and egg dishes (e.g., coddled, hard-boiled omelets)",
asparagus,"egg, coddled",3,,,,,,"eggs and egg dishes (e.g., coddled, hard-boiled omelets)",
asparagus,"egg, hard-boiled",3,,,,,,"eggs and egg dishes (e.g., coddled, hard-boiled omelets)",
asparagus,french cuisine,1,,,,,,french cuisine,
asparagus,garlic,2,,,,,,garlic,
asparagus,ginger,1,,,,,,ginger,
asparagus,ham,1,,,,,,ham,
asparagus,hollandaise sauce,2,,,,,,hollandaise sauce,
asparagus,italian cuisine,1,,,,,,italian cuisine,
asparagus,leek,2,,,,,,leeks,
asparagus,lemon thyme,1,,,,,,lemon thyme,
asparagus,"lemon, juice",3,,,,,,lemon juice,
asparagus,"lemon, zest",3,,,,,,lemon zest,
asparagus,"lime, juice",1,,,,,,"lime, juice",
asparagus,lobster,1,,,,,,lobster,
asparagus,mascarpone,1,,,,,,mascarpone,
asparagus,mayonnaise,1,,,,,,mayonnaise,
asparagus,mushroom,2,,,,,,"mushrooms, esp. cremini, morels, shiitakes",
asparagus,"mushroom, cremini",3,,,,,,"mushrooms, esp. cremini, morels, shiitakes",
asparagus,"mushroom, morels",3,,,,,,"mushrooms, esp. cremini, morels, shiitakes",
asparagus,"mushroom, shiitakes",3,,,,,,"mushrooms, esp. cremini, morels, shiitakes",
asparagus,"mustard, dijon",2,,,,,,"mustard, dijon",
asparagus,"oil, hazelnut",1,,,,,,oil hazelnut,
asparagus,"oil, peanut",1,,,,,,oil peanut,
asparagus,"oil, sesame",1,,,,,,oil sesame,
asparagus,"oil, truffle",1,,,,,,oil truffle,
asparagus,olive oil,3,,,,,,olive oil,
asparagus,omelets,3,,,,,,"eggs and egg dishes (e.g., coddled, hard-boiled omelets)",
asparagus,onion,1,,,,,,"onions, esp. spring, yellow",
asparagus,"onion, spring",2,,,,,,"onions, esp. spring, yellow",
asparagus,"onion, yellow",2,,,,,,"onions, esp. spring, yellow",
asparagus,orange,1,,,,,,orange,
asparagus,oyster,1,,,,,,oysters,
